task,level,cluster_id,universal_task_id
"Collect clinical specimens such as swabs, blood, or tissue for pathogen isolation and characterization.",subfield,U01.10,U01
"Collect collision event data using multi-layer detector systems including trackers, calorimeters, and muon chambers.",subfield,U01.14,U01
"Collect composition data using gas chromatography, mass spectrometry, or spectroscopic methods.",subfield,U01.17,U01
Collect corneal topography and anterior segment imaging for studies of ocular surface disorders.,subfield,U01.09,U01
Collect cost and resource-use data on delivery of nutrition care for economic evaluation.,subfield,U01.01,U01
"Collect current-voltage data using cyclic voltammetry, linear sweep voltammetry, or chronoamperometry techniques.",subfield,U01.17,U01
"Collect data on breastfeeding initiation, duration, and complementary feeding practices.",subfield,U01.06,U01
"Collect data on diet, physical activity, smoking, and other behavioral exposures using validated questionnaires.",subfield,U01.06,U01
Collect data on exposure to and engagement with health messages across multiple communication channels.,subfield,U01.06,U01
"Collect data on food access, availability, and pricing across neighborhood food environments.",subfield,U01.01,U01
"Collect data on pregnancy exposures, birth outcomes, and infant development through interviews, records, and measurements.",subfield,U01.10,U01
"Collect data through ethnographic engagement with firms, markets, or economic communities.",subfield,U01.08,U01
Collect data through reference transaction analysis or observation of information-seeking episodes.,subfield,U01.08,U01
Collect data through teacher interviews about curriculum implementation and instructional decision-making.,subfield,U01.07,U01
Collect data with sufficient variables and observations to support stable covariance matrix estimation.,subfield,U01.99,U01
"Collect dental plaque, saliva, or gingival crevicular fluid samples for microbiological or biochemical analysis.",subfield,U01.10,U01
"Collect detailed dietary intake data using food records, 24-hour recalls, or food-frequency questionnaires.",subfield,U01.06,U01
"Collect dietary intake, physical activity, and body-composition data from patients under treatment.",subfield,U01.10,U01
Collect diffraction data to determine molecular and crystal structures.,subfield,U01.17,U01
Collect diffusion-weighted imaging data to assess white matter microstructure and connectivity.,subfield,U01.09,U01
Collect diseased plant tissue samples from field sites for pathogen isolation and identification.,subfield,U01.12,U01
Collect ecological momentary assessment data to capture real-time health behaviors and psychological states.,subfield,U01.06,U01
Collect electrophysiological recordings from neurons or brain slices to measure electrical activity patterns.,subfield,U01.19,U01
Collect environmental DNA samples from water or soil for biodiversity assessment.,subfield,U01.12,U01
Collect environmental samples and personal exposure measurements to characterize contaminant levels in the field.,subfield,U01.13,U01
"Collect environmental samples including soil, water, or vegetation for chemical or biological analysis.",subfield,U01.12,U01
"Collect environmental samples such as soil, water, or biofilms for microbial community analysis.",subfield,U01.12,U01
Collect ethnographic data through participant observation in urban neighborhoods or community settings.,subfield,U01.08,U01
Collect experience sampling or diary data to capture students' real-time learning experiences and emotions.,subfield,U01.06,U01
"Collect field measurements of structural orientations, lithological contacts, and stratigraphic sequences.",subfield,U01.12,U01
"Collect field samples of volcanic rocks, tephra, and lava flows for petrological and geochemical analysis.",subfield,U01.12,U01
Collect flight test data from onboard telemetry systems and ground tracking stations.,subfield,U01.18,U01
Collect functional neuroimaging data synchronized with behavioral or cognitive tasks.,subfield,U01.09,U01
Collect gastrointestinal tissue biopsies during endoscopic procedures for histological or molecular analysis.,subfield,U01.10,U01
Collect gel electrophoresis and Western blot images for protein analysis.,subfield,U01.19,U01
Collect geochemical data from volcanic gas emissions and fumaroles using portable analyzers.,subfield,U01.13,U01
Collect geotagged social media posts and associated user metadata to study tourist visitation patterns.,subfield,U01.02,U01
Collect grammaticality judgment data from native speakers through controlled experiments.,subfield,U01.09,U01
