field,subfield,task,n_papers,n_involved,prevalence
Religion,Buddhist & Eastern Religions,"Conduct ethnographic fieldwork at temples, monasteries, or pilgrimage sites to observe religious practices and community dynamics.",199,8,0.040201
Religion,Buddhist & Eastern Religions,"Design interview protocols sensitive to monastic hierarchies, ritual contexts, and religious observances in Buddhist communities.",199,2,0.01005
Religion,Buddhist & Eastern Religions,"Establish collaborative relationships with monasteries, temples, or religious organizations to facilitate research access and participant recruitment.",199,6,0.030151
Religion,Buddhist & Eastern Religions,"Interview monastics, lay practitioners, and religious teachers about beliefs, practices, and lived religious experience.",199,12,0.060302
Religion,Buddhist & Eastern Religions,"Locate and access manuscript collections, inscriptions, and archival materials from Buddhist institutions and repositories.",199,94,0.472362
Religion,Buddhist & Eastern Religions,Navigate ethical considerations when conducting research in religious communities with distinct norms around privacy and sacred knowledge.,199,6,0.030151
Religion,Buddhist & Eastern Religions,Situate research questions within historical lineages and sectarian developments of Eastern religious traditions.,199,176,0.884422
Religion,Buddhist & Eastern Religions,Transcribe and prepare textual data from primary sources in classical Asian languages for analysis.,199,128,0.643216
Biomedical Sciences,Cancer Biology,Acquire immunohistochemistry or immunofluorescence images to assess protein expression and localization in tumor sections.,100,46,0.46
Biomedical Sciences,Cancer Biology,Analyze dose-response relationships to determine drug efficacy in cancer cell viability assays.,100,26,0.26
Biomedical Sciences,Cancer Biology,Analyze proteomic or phosphoproteomic data to characterize signaling pathway activation in tumors.,100,7,0.07
Biomedical Sciences,Cancer Biology,Compare tumor growth rates or survival outcomes between treatment and control groups using appropriate statistical methods.,100,42,0.42
Biomedical Sciences,Cancer Biology,Design experiments comparing tumor and matched normal tissue samples to identify cancer-specific alterations.,100,37,0.37
Biomedical Sciences,Cancer Biology,Design in vitro experiments using cancer cell lines with appropriate controls to test drug efficacy or pathway function.,100,82,0.82
Biomedical Sciences,Cancer Biology,Develop hypotheses linking tumor microenvironment factors to cancer cell behavior and disease outcomes.,100,28,0.28
Biomedical Sciences,Cancer Biology,Establish and maintain patient-derived cancer cell lines or organoids for experimental studies.,100,6,0.06
Biomedical Sciences,Cancer Biology,"Formulate hypotheses about oncogenic signaling pathways and their roles in tumor initiation, progression, or metastasis.",100,53,0.53
Biomedical Sciences,Cancer Biology,Generate or analyze RNA sequencing data to identify differentially expressed genes in tumor versus normal tissue.,100,6,0.06
Biomedical Sciences,Cancer Biology,"Obtain IACUC approval for tumor implantation, drug treatment, or imaging studies in mouse cancer models.",100,33,0.33
Biomedical Sciences,Cancer Biology,Perform differential gene expression analysis to compare tumor subtypes or treatment conditions.,100,31,0.31
Biomedical Sciences,Cancer Biology,"Perform live-cell imaging to monitor cancer cell migration, invasion, or response to treatment.",100,4,0.04
Biomedical Sciences,Cancer Biology,Perform or interpret whole-exome or targeted sequencing to detect somatic mutations in cancer samples.,100,8,0.08
Biomedical Sciences,Cancer Biology,Plan xenograft or syngeneic mouse tumor studies with proper sample sizes to evaluate therapeutic interventions.,100,31,0.31
Biomedical Sciences,Cancer Biology,"Process and analyze sequencing data to identify cancer-associated mutations, copy number alterations, or gene fusions.",100,9,0.09
Biomedical Sciences,Cancer Biology,Propose mechanisms by which genetic mutations or epigenetic alterations drive cancer development or therapeutic resistance.,100,40,0.4
Medicine & Clinical Sciences,Cardiology & Cardiovascular Medicine,"Analyze time-to-event outcomes for cardiovascular mortality, myocardial infarction, stroke, or heart failure hospitalization.",100,18,0.18
Medicine & Clinical Sciences,Cardiology & Cardiovascular Medicine,Apply propensity score methods to compare outcomes between different cardiovascular treatment strategies in observational data.,100,2,0.02
Medicine & Clinical Sciences,Cardiology & Cardiovascular Medicine,Collaborate with heart failure clinics and cardiac rehabilitation programs to facilitate longitudinal patient follow-up.,100,2,0.02
Medicine & Clinical Sciences,Cardiology & Cardiovascular Medicine,Coordinate with cardiac catheterization laboratories and electrophysiology units for procedural data collection and patient enrollment.,100,15,0.15
Medicine & Clinical Sciences,Cardiology & Cardiovascular Medicine,"Define primary endpoints such as major adverse cardiovascular events, mortality, or hospitalization rates for cardiovascular trials.",100,25,0.25
Medicine & Clinical Sciences,Cardiology & Cardiovascular Medicine,"Design randomized controlled trials evaluating cardiovascular drugs, devices, or procedural interventions with appropriate clinical endpoints.",100,7,0.07
Medicine & Clinical Sciences,Cardiology & Cardiovascular Medicine,"Develop hypotheses linking cardiovascular risk factors such as hypertension, dyslipidemia, or diabetes to adverse cardiac outcomes.",100,11,0.11
Medicine & Clinical Sciences,Cardiology & Cardiovascular Medicine,"Establish inclusion and exclusion criteria based on cardiovascular disease severity, comorbidities, and procedural history.",100,55,0.55
Medicine & Clinical Sciences,Cardiology & Cardiovascular Medicine,Estimate treatment effects of cardiovascular interventions while adjusting for baseline disease severity and comorbidities.,100,19,0.19
Medicine & Clinical Sciences,Cardiology & Cardiovascular Medicine,"Extract cardiovascular-specific data including echocardiographic parameters, catheterization results, and medication histories from electronic health records.",100,26,0.26
Medicine & Clinical Sciences,Cardiology & Cardiovascular Medicine,"Formulate hypotheses about pathophysiological mechanisms underlying cardiac arrhythmias, heart failure, or coronary artery disease.",100,34,0.34
Medicine & Clinical Sciences,Cardiology & Cardiovascular Medicine,Generate hypotheses about the efficacy of pharmacological or interventional therapies for cardiovascular conditions.,100,35,0.35
Medicine & Clinical Sciences,Cardiology & Cardiovascular Medicine,Harmonize cardiovascular diagnostic codes and procedure classifications across different clinical databases and registries.,100,6,0.06
Medicine & Clinical Sciences,Cardiology & Cardiovascular Medicine,Model recurrent cardiovascular event rates and competing risks in longitudinal patient cohorts.,100,2,0.02
Medicine & Clinical Sciences,Cardiology & Cardiovascular Medicine,"Recruit patients with specific cardiovascular conditions such as heart failure, atrial fibrillation, or acute coronary syndromes for clinical studies.",100,37,0.37
Medicine & Clinical Sciences,Cardiology & Cardiovascular Medicine,Standardize echocardiographic measurements and ejection fraction calculations across multiple imaging sites.,100,2,0.02
Chemistry,Catalysis,Calculate thermodynamic parameters for catalyst-substrate binding and reaction intermediates.,100,14,0.14
Chemistry,Catalysis,Construct Hammett or linear free energy relationship plots to probe electronic effects on catalysis.,100,2,0.02
Chemistry,Catalysis,Derive kinetic rate expressions from proposed catalytic cycles to guide mechanistic understanding.,100,6,0.06
